[SIMINFO]: Generating pseudo random numbers ...
[SIMINFO]: Generating topology scenario ...
[SIMINFO]: Generating node scenario ...
[SIMINFO]: Creating topology scenario reader ...
[SIMINFO]: Creating node scenario reader ...
[SIMINFO]: Creating 5 Node Objects
[SIMINFO]: 0: 10 -INITIALIZE-;
[SIMINFO]: 0: 0-4 -UP-;
[SIMINFO]: Node id range = 0-4
[SIMINFO]: 1000: 10 -STOP_SIMULATION-;
[SIMINFO]: Initialization: 0: Position: {20, 234}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 767: 0: Position: {116, 389}, Status: MOBILE, Mobility: 9.0s, 291.54 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 767: 1: Position: {172, 17}, Status: MOBILE, Mobility: 1.0s, 354.21 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 767: 2: Position: {53, 246}, Status: MOBILE, Mobility: 0.0s, 185.95 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 767: 3: Position: {435, 10}, Status: MOBILE, Mobility: 9.0s, 83.37 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 768: 0: Position: {113, 391}, Status: MOBILE, Mobility: 8.0s, 291.54 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 768: 1: Position: {170, 19}, Status: MOBILE, Mobility: 0.0s, 354.21 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 768: 2: Position: {53, 246}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 6.0s
[SIMINFO]: 768: 3: Position: {435, 11}, Status: MOBILE, Mobility: 8.0s, 83.37 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 769: 0: Position: {110, 393}, Status: MOBILE, Mobility: 7.0s, 291.54 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 769: 1: Position: {170, 19}, Status: MOBILE, Mobility: 10.0s, 190.23 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 769: 2: Position: {53, 246}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 5.0s
[SIMINFO]: 769: 3: Position: {435, 12}, Status: MOBILE, Mobility: 7.0s, 83.37 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 770: 0: Position: {107, 395}, Status: MOBILE, Mobility: 6.0s, 291.54 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 770: 1: Position: {169, 23}, Status: MOBILE, Mobility: 9.0s, 190.23 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 770: 2: Position: {53, 246}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 4.0s
[SIMINFO]: 770: 3: Position: {435, 13}, Status: MOBILE, Mobility: 6.0s, 83.37 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 771: 0: Position: {104, 397}, Status: MOBILE, Mobility: 5.0s, 291.54 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 771: 1: Position: {168, 27}, Status: MOBILE, Mobility: 8.0s, 190.23 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 771: 2: Position: {53, 246}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 3.0s
[SIMINFO]: 771: 3: Position: {435, 14}, Status: MOBILE, Mobility: 5.0s, 83.37 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 772: 0: Position: {101, 399}, Status: MOBILE, Mobility: 4.0s, 291.54 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 772: 1: Position: {167, 31}, Status: MOBILE, Mobility: 7.0s, 190.23 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 772: 2: Position: {53, 246}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 772: 3: Position: {435, 15}, Status: MOBILE, Mobility: 4.0s, 83.37 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 773: 0: Position: {98, 401}, Status: MOBILE, Mobility: 3.0s, 291.54 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 773: 1: Position: {166, 35}, Status: MOBILE, Mobility: 6.0s, 190.23 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 773: 2: Position: {53, 246}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 773: 3: Position: {435, 16}, Status: MOBILE, Mobility: 3.0s, 83.37 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 774: 0: Position: {95, 403}, Status: MOBILE, Mobility: 2.0s, 291.54 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 774: 1: Position: {165, 39}, Status: MOBILE, Mobility: 5.0s, 190.23 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 774: 2: Position: {53, 246}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 774: 3: Position: {435, 17}, Status: MOBILE, Mobility: 2.0s, 83.37 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 775: 0: Position: {92, 405}, Status: MOBILE, Mobility: 1.0s, 291.54 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 775: 1: Position: {164, 43}, Status: MOBILE, Mobility: 4.0s, 190.23 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 775: 2: Position: {53, 246}, Status: MOBILE, Mobility: 3.0s, 169.54 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 775: 3: Position: {435, 18}, Status: MOBILE, Mobility: 1.0s, 83.37 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 776: 0: Position: {89, 407}, Status: MOBILE, Mobility: 0.0s, 291.54 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 776: 1: Position: {163, 47}, Status: MOBILE, Mobility: 3.0s, 190.23 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 776: 2: Position: {55, 246}, Status: MOBILE, Mobility: 2.0s, 169.54 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 776: 3: Position: {435, 19}, Status: MOBILE, Mobility: 0.0s, 83.37 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 777: 0: Position: {89, 407}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 7.0s
[SIMINFO]: 777: 1: Position: {162, 51}, Status: MOBILE, Mobility: 2.0s, 190.23 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 777: 2: Position: {57, 246}, Status: MOBILE, Mobility: 1.0s, 169.54 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 777: 3: Position: {435, 19}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 7.0s
[SIMINFO]: 778: 0: Position: {89, 407}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 6.0s
[SIMINFO]: 778: 1: Position: {161, 55}, Status: MOBILE, Mobility: 1.0s, 190.23 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 778: 2: Position: {59, 246}, Status: MOBILE, Mobility: 0.0s, 169.54 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 778: 3: Position: {435, 19}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 6.0s
[SIMINFO]: 779: 0: Position: {89, 407}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 5.0s
[SIMINFO]: 779: 1: Position: {160, 59}, Status: MOBILE, Mobility: 0.0s, 190.23 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 779: 2: Position: {59, 246}, Status: MOBILE, Mobility: 7.0s, 284.63 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 779: 3: Position: {435, 19}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 5.0s
[SIMINFO]: 780: 0: Position: {89, 407}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 4.0s
[SIMINFO]: 780: 1: Position: {160, 59}, Status: MOBILE, Mobility: 4.0s, 302.51 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 780: 2: Position: {59, 247}, Status: MOBILE, Mobility: 6.0s, 284.63 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 780: 3: Position: {435, 19}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 4.0s
[SIMINFO]: 781: 0: Position: {89, 407}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 3.0s
[SIMINFO]: 781: 1: Position: {162, 62}, Status: MOBILE, Mobility: 3.0s, 302.51 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 781: 2: Position: {59, 248}, Status: MOBILE, Mobility: 5.0s, 284.63 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 781: 3: Position: {435, 19}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 3.0s
[SIMINFO]: 782: 0: Position: {89, 407}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 782: 1: Position: {164, 65}, Status: MOBILE, Mobility: 2.0s, 302.51 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 782: 2: Position: {59, 249}, Status: MOBILE, Mobility: 4.0s, 284.63 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 782: 3: Position: {435, 19}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 783: 0: Position: {89, 407}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 783: 1: Position: {166, 68}, Status: MOBILE, Mobility: 1.0s, 302.51 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 783: 2: Position: {59, 250}, Status: MOBILE, Mobility: 3.0s, 284.63 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 783: 3: Position: {435, 19}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 784: 0: Position: {89, 407}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 784: 1: Position: {168, 71}, Status: MOBILE, Mobility: 0.0s, 302.51 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 784: 2: Position: {59, 251}, Status: MOBILE, Mobility: 2.0s, 284.63 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 784: 3: Position: {435, 19}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 785: 0: Position: {89, 407}, Status: MOBILE, Mobility: 1.0s, 134.07 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 785: 1: Position: {168, 71}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 4.0s
[SIMINFO]: 785: 2: Position: {59, 252}, Status: MOBILE, Mobility: 1.0s, 284.63 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 785: 3: Position: {435, 19}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 3.0s
[SIMINFO]: 786: 0: Position: {88, 409}, Status: MOBILE, Mobility: 0.0s, 134.07 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 786: 1: Position: {168, 71}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 3.0s
[SIMINFO]: 786: 2: Position: {59, 253}, Status: MOBILE, Mobility: 0.0s, 284.63 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 786: 3: Position: {435, 19}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 787: 0: Position: {88, 409}, Status: MOBILE, Mobility: 8.0s, 113.6 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 787: 1: Position: {168, 71}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 787: 2: Position: {59, 253}, Status: MOBILE, Mobility: 3.0s, 44.51 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 787: 3: Position: {435, 19}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 788: 0: Position: {92, 411}, Status: MOBILE, Mobility: 7.0s, 113.6 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 788: 1: Position: {168, 71}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 788: 2: Position: {61, 254}, Status: MOBILE, Mobility: 2.0s, 44.51 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 788: 3: Position: {435, 19}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 789: 0: Position: {96, 413}, Status: MOBILE, Mobility: 6.0s, 113.6 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 789: 1: Position: {168, 71}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 789: 2: Position: {63, 255}, Status: MOBILE, Mobility: 1.0s, 44.51 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 789: 3: Position: {435, 19}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 3.0s
[SIMINFO]: 790: 0: Position: {100, 415}, Status: MOBILE, Mobility: 5.0s, 113.6 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 790: 1: Position: {168, 71}, Status: MOBILE, Mobility: 8.0s, 201.34 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 790: 2: Position: {65, 256}, Status: MOBILE, Mobility: 0.0s, 44.51 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 790: 3: Position: {435, 19}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 791: 0: Position: {104, 417}, Status: MOBILE, Mobility: 4.0s, 113.6 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 791: 1: Position: {170, 72}, Status: MOBILE, Mobility: 7.0s, 201.34 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 791: 2: Position: {65, 256}, Status: MOBILE, Mobility: 6.0s, 197.67 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 791: 3: Position: {435, 19}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 792: 0: Position: {108, 419}, Status: MOBILE, Mobility: 3.0s, 113.6 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 792: 1: Position: {172, 73}, Status: MOBILE, Mobility: 6.0s, 201.34 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 792: 2: Position: {64, 256}, Status: MOBILE, Mobility: 5.0s, 197.67 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 792: 3: Position: {435, 19}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 793: 0: Position: {112, 421}, Status: MOBILE, Mobility: 2.0s, 113.6 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 793: 1: Position: {174, 74}, Status: MOBILE, Mobility: 5.0s, 201.34 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 793: 2: Position: {63, 256}, Status: MOBILE, Mobility: 4.0s, 197.67 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 793: 3: Position: {435, 19}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 3.0s
[SIMINFO]: 794: 0: Position: {116, 423}, Status: MOBILE, Mobility: 1.0s, 113.6 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 794: 1: Position: {176, 75}, Status: MOBILE, Mobility: 4.0s, 201.34 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 794: 2: Position: {62, 256}, Status: MOBILE, Mobility: 3.0s, 197.67 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 794: 3: Position: {435, 19}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 795: 0: Position: {120, 425}, Status: MOBILE, Mobility: 0.0s, 113.6 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 795: 1: Position: {178, 76}, Status: MOBILE, Mobility: 3.0s, 201.34 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 795: 2: Position: {61, 256}, Status: MOBILE, Mobility: 2.0s, 197.67 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 795: 3: Position: {435, 19}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 796: 0: Position: {120, 425}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 3.0s
[SIMINFO]: 796: 1: Position: {180, 77}, Status: MOBILE, Mobility: 2.0s, 201.34 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 796: 2: Position: {60, 256}, Status: MOBILE, Mobility: 1.0s, 197.67 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 796: 3: Position: {435, 19}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 797: 0: Position: {120, 425}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 797: 1: Position: {182, 78}, Status: MOBILE, Mobility: 1.0s, 201.34 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 797: 2: Position: {59, 256}, Status: MOBILE, Mobility: 0.0s, 197.67 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 797: 3: Position: {435, 19}, Status: MOBILE, Mobility: 5.0s, 353.83 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 798: 0: Position: {120, 425}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 798: 1: Position: {184, 79}, Status: MOBILE, Mobility: 0.0s, 201.34 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 798: 2: Position: {59, 256}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 10.0s
[SIMINFO]: 798: 3: Position: {433, 24}, Status: MOBILE, Mobility: 4.0s, 353.83 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 799: 0: Position: {120, 425}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 799: 1: Position: {184, 79}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 8.0s
[SIMINFO]: 799: 2: Position: {59, 256}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 9.0s
[SIMINFO]: 799: 3: Position: {431, 29}, Status: MOBILE, Mobility: 3.0s, 353.83 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 800: 0: Position: {120, 425}, Status: MOBILE, Mobility: 3.0s, 131.62 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 800: 1: Position: {184, 79}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 7.0s
[SIMINFO]: 800: 2: Position: {59, 256}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 8.0s
[SIMINFO]: 800: 3: Position: {429, 34}, Status: MOBILE, Mobility: 2.0s, 353.83 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 801: 0: Position: {123, 424}, Status: MOBILE, Mobility: 2.0s, 131.62 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 801: 1: Position: {184, 79}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 6.0s
[SIMINFO]: 801: 2: Position: {59, 256}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 7.0s
[SIMINFO]: 801: 3: Position: {427, 39}, Status: MOBILE, Mobility: 1.0s, 353.83 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 802: 0: Position: {126, 423}, Status: MOBILE, Mobility: 1.0s, 131.62 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 802: 1: Position: {184, 79}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 5.0s
[SIMINFO]: 802: 2: Position: {59, 256}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 6.0s
[SIMINFO]: 802: 3: Position: {425, 44}, Status: MOBILE, Mobility: 0.0s, 353.83 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 803: 0: Position: {129, 422}, Status: MOBILE, Mobility: 0.0s, 131.62 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 803: 1: Position: {184, 79}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 4.0s
[SIMINFO]: 803: 2: Position: {59, 256}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 5.0s
[SIMINFO]: 803: 3: Position: {425, 44}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 804: 0: Position: {129, 422}, Status: MOBILE, Mobility: 7.0s, 221.14 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 804: 1: Position: {184, 79}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 3.0s
[SIMINFO]: 804: 2: Position: {59, 256}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 4.0s
[SIMINFO]: 804: 3: Position: {425, 44}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 805: 0: Position: {130, 426}, Status: MOBILE, Mobility: 6.0s, 221.14 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 805: 1: Position: {184, 79}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 805: 2: Position: {59, 256}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 3.0s
[SIMINFO]: 805: 3: Position: {425, 44}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 806: 0: Position: {131, 430}, Status: MOBILE, Mobility: 5.0s, 221.14 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 806: 1: Position: {184, 79}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 806: 2: Position: {59, 256}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 806: 3: Position: {425, 44}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 10.0s
[SIMINFO]: 807: 0: Position: {132, 434}, Status: MOBILE, Mobility: 4.0s, 221.14 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 807: 1: Position: {184, 79}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 807: 2: Position: {59, 256}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 807: 3: Position: {425, 44}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 9.0s
[SIMINFO]: 808: 0: Position: {133, 438}, Status: MOBILE, Mobility: 3.0s, 221.14 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 808: 1: Position: {184, 79}, Status: MOBILE, Mobility: 6.0s, 248.31 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 808: 2: Position: {59, 256}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 808: 3: Position: {425, 44}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 8.0s
[SIMINFO]: 809: 0: Position: {134, 442}, Status: MOBILE, Mobility: 2.0s, 221.14 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 809: 1: Position: {181, 79}, Status: MOBILE, Mobility: 5.0s, 248.31 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 809: 2: Position: {59, 256}, Status: MOBILE, Mobility: 2.0s, 234.67 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 809: 3: Position: {425, 44}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 7.0s
[SIMINFO]: 810: 0: Position: {135, 446}, Status: MOBILE, Mobility: 1.0s, 221.14 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 810: 1: Position: {178, 79}, Status: MOBILE, Mobility: 4.0s, 248.31 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 810: 2: Position: {57, 259}, Status: MOBILE, Mobility: 1.0s, 234.67 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 810: 3: Position: {425, 44}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 6.0s
[SIMINFO]: 811: 0: Position: {136, 450}, Status: MOBILE, Mobility: 0.0s, 221.14 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 811: 1: Position: {175, 79}, Status: MOBILE, Mobility: 3.0s, 248.31 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 811: 2: Position: {55, 262}, Status: MOBILE, Mobility: 0.0s, 234.67 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 811: 3: Position: {425, 44}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 5.0s
[SIMINFO]: 812: 0: Position: {136, 450}, Status: MOBILE, Mobility: 6.0s, 178.79 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 812: 1: Position: {172, 79}, Status: MOBILE, Mobility: 2.0s, 248.31 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 812: 2: Position: {55, 262}, Status: MOBILE, Mobility: 2.0s, 356.27 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 812: 3: Position: {425, 44}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 4.0s
[SIMINFO]: 813: 0: Position: {131, 451}, Status: MOBILE, Mobility: 5.0s, 178.79 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 813: 1: Position: {169, 79}, Status: MOBILE, Mobility: 1.0s, 248.31 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 813: 2: Position: {54, 257}, Status: MOBILE, Mobility: 1.0s, 356.27 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 813: 3: Position: {425, 44}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 3.0s
[SIMINFO]: 814: 0: Position: {126, 452}, Status: MOBILE, Mobility: 4.0s, 178.79 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 814: 1: Position: {166, 79}, Status: MOBILE, Mobility: 0.0s, 248.31 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 814: 2: Position: {53, 252}, Status: MOBILE, Mobility: 0.0s, 356.27 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 814: 3: Position: {425, 44}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 815: 0: Position: {121, 453}, Status: MOBILE, Mobility: 3.0s, 178.79 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 815: 1: Position: {166, 79}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 7.0s
[SIMINFO]: 815: 2: Position: {53, 252}, Status: MOBILE, Mobility: 5.0s, 127.31 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 815: 3: Position: {425, 44}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 816: 0: Position: {116, 454}, Status: MOBILE, Mobility: 2.0s, 178.79 degrees, 5m/s Pause: 0.0s
